IMDB ID,Title,Popularity Ranking,Episodes,Runtime,Show Type,Country of Origin,Language,Plot unknown. Sequel to the 2019 film 'Knives Out'.,Summary,IMDB Rating,Number of Votes,genres
tt10989876, Fate: The Winx Saga,"7,299",,53,TV Episode,United Kingdom,English,"In hopes of mastering her magic, Bloom begins her studies at Alfea - and crosses paths with her curious classmates. Meanwhile, a secret comes to light.","In hopes of mastering her magic, Bloom begins her studies at Alfea - and crosses paths with her curious classmates. Meanwhile, a secret comes to light.",7.2,1059,"Action,Adventure,Drama"
tt10990238, El inocente,"7,305",,51,TV Episode,Spain,Spanish,"At a club, Mat is dragged into a brawl and his life alters forever when he accidentally kills a man. Years later, happiness finally seems within reach.","At a club, Mat is dragged into a brawl and his life alters forever when he accidentally kills a man. Years later, happiness finally seems within reach.",7.8,569,"Crime,Drama,Mystery"
tt11010054, My Next Guest Needs No Introduction with David Letterman,"7,313",,61,TV Episode,-,-,"""King of Bollywood"" Shah Rukh Khan opens up about his rise to fame, his family and his billions of fans as he and Dave meet up in Mumbai and New York.",Shah Rukh Khan at his wittiest best with David Letterman as they explore the stories untold from the life of world's biggest superstar Shah Rukh Khan and they go on to Mumbai for the insight into the life of Shah Rukh Khan and unravel the unheard tales of his childhood and fans love for him. —neeljoshi-26420,9.1,1162,Talk-Show
tt11012776, Mytho,"7,314",,41,TV Episode,France,French,,-,6.9,45,Drama
tt11028144, BoJack Horseman,"7,322",,26,TV Episode,United States of America,English,"When her nanny quits, Princess Carolyn struggles to balance the demands of work and parenting. Mr. Peanutbutter visits BoJack in rehab.","When her nanny quits, Princess Carolyn struggles to balance the demands of work and parenting. Mr. Peanutbutter visits BoJack in rehab.",8.6,2438,"Animation,Comedy,Drama"
tt11029218, Dynasty,"7,343",,42,TV Episode,United States of America,English,Michael and Blake face off; Fallon copes with Liam's accident; Cristal and Dominique make power moves.,"As Blake and Fallon face legal troubles, Fallon and Adam handle the outcome of Liam's accident in very different ways. Anders visits Sam at the hotel where they break ground and discover a room filled with valuable historical artifacts. Michael Culhane's jail stint takes an interesting turn while Cristal and Dominique make power moves. —snowflakeaudrey",7.8,195,Drama
tt11043488, Stranger Things,"7,351",,\N,TV Episode,United States of America,English,,-,,,"Drama,Fantasy,Horror"
tt11045436, Living Undocumented,"7,358",,\N,TV Episode,United States of America,English,,-,6.1,37,Documentary
tt11065154, Sneakerheads,"7,375",,\N,TV Episode,United States of America,English,"A deception begins when Devin sneaks off for a special pair of size 13s and finds a long line, his old friend Bobby and other rude surprises.","A deception begins when Devin sneaks off for a special pair of size 13s and finds a long line, his old friend Bobby and other rude surprises.",6.6,47,Comedy
tt11065258, Wir sind die Welle,"7,381",,48,TV Episode,Germany,German,"Obedient high school-er Lea is drawn to smart, confident new student Tristan and his rebellious defense of misfits, but is unaware of his double life.","Obedient high school-er Lea is drawn to smart, confident new student Tristan and his rebellious defense of misfits, but is unaware of his double life.",6.7,144,Drama
tt11070004, Beastars,"7,387",,23,TV Episode,-,-,"A brutal murder takes place at a school populated by anthropomorphic animals. In the aftermath, Legosi the grey wolf has a sudden encounter with the dwarf rabbit Haru and ends up developing carnivores urges.","A brutal murder takes place at a school populated by anthropomorphic animals. In the aftermath, Legosi the grey wolf has a sudden encounter with the dwarf rabbit Haru and ends up developing carnivores urges.",7.8,386,"Animation,Crime,Drama"
tt11072598, Unnatural Selection,"7,388",,70,TV Episode,United States of America,English,"Gene-editing technologies promise to eliminate diseases, and biohackers push for access while scientists grapple with formidable ethical questions.","Gene-editing technologies promise to eliminate diseases, and biohackers push for access while scientists grapple with formidable ethical questions.",7.6,105,Documentary
tt11097252, Queen Sono,"7,398",,\N,TV Episode,South Africa,English,,-,6.8,43,"Action,Crime,Drama"
tt11102510, The Drew Barrymore Show,"7,400",,44,TV Episode,United States of America,English,"In the inaugural episode of The Drew Barrymore Show, Drew will introduces her new segment ""Drew's News,"" interview with co-stars Cameron Diaz and Lucy Liu, then learns how to cook Chef Haile Thomas' Islander Lively Bowl,... Read all","In the inaugural episode of The Drew Barrymore Show, Drew will introduces her new segment ""Drew's News,"" interview with co-stars Cameron Diaz and Lucy Liu, then learns how to cook Chef Haile Thomas' Islander Lively Bowl, and reveals a surprise backyard makeover for essential workers, --the Copening family-- in Designed by Drew. Plus, Drew debuts The Goodbye. —Vorachote Sakulsri",6.8,12,Talk-Show
tt11106642," Breakfast, Lunch & Dinner","7,403",,\N,TV Episode,United States of America,English,,-,7.6,123,Documentary
tt11136860, Scams,"7,411",,\N,TV Episode,Japan,Japanese,,-,7.1,7,"Action,Crime,Drama"
tt11143804, Barbarians,"7,427",,49,TV Episode,Germany,German,Ari leads Varus and three Roman legions into the Teutoburg Forest - and into history. Thusnelda makes a bloody sacrifice to preserve the alliance.,Ari leads Varus and three Roman legions into the Teutoburg Forest - and into history. Thusnelda makes a bloody sacrifice to preserve the alliance.,8.1,903,"Action,Adventure,Drama"
tt11146896, Snowpiercer,"7,429",,47,TV Episode,-,-,"Mr. Wilford has arrived. And as this new threat rattles Snowpiercer to its core, Melanie makes a move that can't be undone.","Mr. Wilford has arrived. And as this new threat rattles Snowpiercer to its core, Melanie makes a move that can't be undone.",7.9,1093,"Action,Drama,Sci-Fi"
tt11151790, The Haunting of Bly Manor,"7,430",,56,TV Episode,United States of America,English,"Dani and Miles get an uncanny glimpse of the past. Peter Quint, Rebecca Jessel and their twisted history cast a long shadow.","Dani and Miles get an uncanny glimpse of the past. Peter Quint, Rebecca Jessel and their twisted history cast a long shadow.",7.5,3283,"Drama,Horror,Mystery"
tt11158736, Mortel,"7,431",,49,TV Episode,France,French,"Determined to find his missing brother, high school troublemaker Sofiane ropes timid classmate Victor into a pact with a mysterious figure.","Determined to find his missing brother, high school troublemaker Sofiane ropes timid classmate Victor into a pact with a mysterious figure.",6.9,47,"Crime,Drama,Fantasy"
tt11163176, Ghost in the Shell SAC_2045,"7,441",,25,TV Episode,Japan,Japanese,"The United States of America, 2045. Working as mercenaries, the Major and her team, including newbie Stan, defend a gated town from outlaws. Togusa takes a call.","Motoko meets up with Batou, Saito, Ishikawa, and new recruit Standard (""Stan"") on the war-torn roads of Palm Springs, CA, as they try to find the person supplying local bandits with high-powered weapons. Meanwhile, a newly-divorced Togusa has returned to police work in Japan when Aramaki calls for his help with a new investigation. Back in Palm Springs, Motoko's group meets up with a confidential informant who claims that the belligerents are getting weapons from a ""Good 1%er"" but doesn't know who that is, when they suddenly walk into a robotic guard dog. —Moh-X",6.2,115,"Action,Animation,Crime"
tt11171306, The Stranded,"7,451",,46,TV Episode,Thailand,Thai,"Privileged students party and prepare to part ways when a powerful tsunami slams into their island. Weeks later, hope of a rescue starts to slip away.","Privileged students party and prepare to part ways when a powerful tsunami slams into their island. Weeks later, hope of a rescue starts to slip away.",7.1,63,"Adventure,Drama,Mystery"
tt11173778, The Dragon Prince,"7,459",,\N,TV Episode,United States of America,English,"To cross into Xadia, Rayla and Callum must find a way past a fearsome dragon who was blinded in a battle with a human.","To cross into Xadia, Rayla and Callum must find a way past a fearsome dragon who was blinded in a battle with a human.",8.6,448,"Adventure,Animation,Drama"
tt11183440, Jamtara: Sabka Number Ayega,"7,475",,34,TV Episode,India,Hindi,"The successful phishing scams of Rocky, Sunny and their friends pique a corrupt local politician's interest. Tension brews between Rocky and Sunny.","The successful phishing scams of Rocky, Sunny and their friends pique a corrupt local politician's interest. Tension brews between Rocky and Sunny.",7.4,126,Crime
tt11203380, Son,"7,484",,29,TV Episode,Turkey,Turkish,"Feeling guilty over Alev's fate, Ali decides to take the blame for what happened at Aylin's house. But Taner balks at the prospect of lying.","Feeling guilty over Alev's fate, Ali decides to take the blame for what happened at Aylin's house. But Taner balks at the prospect of lying.",,,"Adventure,Drama,Mystery"
tt11204432, Los favoritos de Midas,"7,488",,49,TV Episode,Spain,Spanish,"Victor, a millionaire editor, is blackmailed just as Monica, a reporter, is about to publish a story about the Syrian war that involves him.","Victor, a millionaire editor, is blackmailed just as Monica, a reporter, is about to publish a story about the Syrian war that involves him.",7.2,145,"Crime,Drama,Thriller"
tt11207048, Magic for Humans,"7,494",,\N,TV Episode,-,-,"Ho ho ho. Justin embraces the holiday spirit and visits Santa school, gets playful with Susan Sarandon and teaches kids about the magic of giving.","Ho ho ho. Justin embraces the holiday spirit and visits Santa school, gets playful with Susan Sarandon and teaches kids about the magic of giving.",7.2,76,"Comedy,Reality-TV"
tt11210264, Inventing Anna,"7,508",,\N,TV Episode,United States of America,English,,-,,,Drama
tt11212272, Poketto monsutâ,"7,519",,25,TV Episode,Japan,Japanese,"Four years prior to the day he began his Pokémon journey, a six-year-old Ash rushes downstairs to show his mother a poster advertising Professor Oak's Pokémon camp. Seeing her son's enthusiasm, Delia agrees to sign him u... Read all","Four years prior to the day he began his Pokémon journey, a six-year-old Ash rushes downstairs to show his mother a poster advertising Professor Oak's Pokémon camp. Seeing her son's enthusiasm, Delia agrees to sign him up but admits he will have to get himself up and make his own way since she has things to do. Meanwhile, in the forested outskirts of Pallet Town, a young Pichu observes his surroundings.",8.5,110,"Action,Adventure,Animation"
tt11225722, The Devil Next Door,"7,530",,44,TV Episode,United States of America,English,Is he a grandfather from Cleveland or the matzo Ivan the terrible. War crimes from ww2 still being sought and prosecuted all these years later.,"In 1986 America, a well-liked retired employee of Ford Motor Corporation is accused of being Ivan the Terrible, a cruel guard at the Nazi death camp at Treblinka, Poland, who had tortured and murdered thousands of Jews. He is subsequently extradited to Israel to stand trial. —VisitorInsane",7.7,399,"Crime,Documentary,History"
tt11241752, Mr. Iglesias,"7,557",,26,TV Episode,United States of America,Spanish,Mr. Iglesias gives his class a college prep pep talk that backfires so spectacularly he begins to question his own career path.,"After receiving a college prep pep talk from Mr. Iglesias, Mikey decides to drop out of high school. Ray tells Gabe to teach Mikey about ikigai to allow him to learn his life's purpose. Gabe does so, only to fail, and force him to question his own career path. After being inspired by Tony, Gabe manages to convince Mikey to not drop out.",7.3,100,Comedy
tt11271852, Selena: The Series,"7,568",,40,TV Episode,Mexico,English,"Amid financial strife, Abraham Quintanilla prioritizes his 8-year-old daughter Selena's musical talent and has her start a band with her siblings.","Amid financial strife, Abraham Quintanilla prioritizes his 8-year-old daughter Selena's musical talent and has her start a band with her siblings.",7.2,166,"Biography,Drama,Music"
tt11274178, Astronomy Club,"7,575",,\N,TV Episode,United States of America,English,,-,6.6,34,Comedy
tt11277244, The Witcher,"7,576",,\N,TV Episode,Hungary,English,,-,,,"Action,Adventure,Fantasy"
tt11280990, Sky Rojo,"7,583",,28,TV Episode,Spain,Spanish,"When Gina gets in a violent brawl with her pimp, Coral and Wendy come to her rescue, sparking an astonishing chain of events.","When Gina gets in a violent brawl with her pimp, Coral and Wendy come to her rescue, sparking an astonishing chain of events.",6.9,327,"Action,Adventure,Crime"
tt11305006, Fast & Furious Spy Racers,"7,592",,\N,TV Episode,United States of America,English,Tony is pumped when his legendary cousin Dom recruits him and his friends for an exciting mission: to infiltrate a secret street racing circuit.,Tony is pumped when his legendary cousin Dom recruits him and his friends for an exciting mission: to infiltrate a secret street racing circuit.,6.8,108,"Action,Animation,Crime"
tt11305550, Dash & Lily,"7,593",,23,TV Episode,United States of America,English,"When Dash finds an unmarked, red notebook in his favorite bookshop, he must follow a series of clues to figure out who the mysterious writer might be.","When Dash finds an unmarked, red notebook in his favorite bookshop, he must follow a series of clues to figure out who the mysterious writer might be.",7.8,317,"Comedy,Drama,Romance"
tt11306218, Bir Baskadir,"7,603",,49,TV Episode,Turkey,Turkish,"Afflicted by fainting spells, part-time cleaner Meryem confides in psychologist Peri - but she's reluctant to reveal one detail.","Afflicted by fainting spells, part-time cleaner Meryem confides in psychologist Peri - but she's reluctant to reveal one detail.",8.5,760,"Drama,Thriller"
tt11312408, La casa de papel,"7,606",,52,TV Episode,Spain,Spanish,"Anger and grief heighten tensions between the group. The Professor, while in mourning, attempts to make a daring and dangerous escape.","Anger and grief heighten tensions between the group. The Professor, while in mourning, attempts to make a daring and dangerous escape.",7.4,5957,"Action,Crime,Mystery"
tt11323562, Narcoworld: Dope Stories,"7,617",,47,TV Episode,United States of America,English,Meth smugglers and law enforcement officials play a high stakes game of cat and mouse around Phoenix and the US-Mexico border.,Meth smugglers and law enforcement officials play a high stakes game of cat and mouse around Phoenix and the US-Mexico border.,7.2,44,"Crime,Documentary"
tt11324300, Kevin Hart: Don't F**k This Up,"7,621",,\N,TV Episode,United States of America,English,"Months before a public scandal, Kevin Hart offers a glimpse into his ambitious schedule and remembers the woman responsible for his grueling work ethic.","Months before a public scandal, Kevin Hart offers a glimpse into his ambitious schedule and remembers the woman responsible for his grueling work ethic.",6.6,94,Documentary
tt11328526, Don't F**k with Cats: Hunting an Internet Killer,"7,629",,66,TV Episode,United Kingdom,English,"A shocking online Video brings together a widespread internet group of animal lovers out for justice. Their target, meanwhile, has more horrors planned.","A shocking online Video brings together a widespread internet group of animal lovers out for justice. Their target, meanwhile, has more horrors planned.",8.4,1279,"Crime,Documentary"
tt11354464, Brand New Cherry Flavor,"7,636",,\N,TV Episode,United States of America,English,,-,,,"Horror,Thriller"
tt11359230, Sugar Rush Christmas,"7,649",,\N,TV Episode,United States of America,English,,-,6.5,36,Reality-TV
tt11362500, Hollywood Insider,"7,667",,\N,TV Episode,-,-,Behind the scenes of The Irishman.,Behind the scenes of The Irishman.,,,Talk-Show
tt11364032, The Confession Killer,"7,669",,45,TV Episode,United States of America,English,"The hunt for two missing women leads authorities to Henry Lee Lucas. In court, he drops a bombshell, setting off a media circus and riveting a nation.","The hunt for two missing women leads authorities to Henry Lee Lucas. In court, he drops a bombshell, setting off a media circus and riveting a nation.",7.2,307,"Crime,Documentary"
tt11366908, Lupin,"7,674",,47,TV Episode,France,French,"Years after a tragic injustice involving his father, Assane seeks to settle a score, and a debt, by stealing a diamond necklace. However, the heist takes an unexpected turn.","Years after a tragic injustice involving his father, Assane seeks to settle a score, and a debt, by stealing a diamond necklace. However, the heist takes an unexpected turn.",7.9,2786,"Action,Crime,Drama"
tt11383792, Halston,"7,683",,46,TV Episode,United States of America,English,"Looking to reinvent himself, Halston sets out to create a signature look, assembling a design team and finding inspiration in new friend Liza Minnelli.","Looking to reinvent himself, Halston sets out to create a signature look, assembling a design team and finding inspiration in new friend Liza Minnelli.",7.7,402,"Biography,Drama"
tt11389804, Clickbait,"7,688",,\N,TV Episode,Australia,English,,-,,,"Drama,Thriller"
tt11401142, Lugar de Mulher,"7,696",,16,TV Episode,Brazil,Portuguese,,-,,,Comedy
tt11409202, Hit and Run,"7,698",,\N,TV Episode,United States of America,English,,-,,,"Action,Crime,Drama"
tt11417080, Age of Samurai: Battle for Japan,"7,707",,\N,TV Episode,-,English,"Considered a fool and unfit to lead, Nobunaga rises to power as the leader of the Oda clan, spurring dissent among those in his family vying for control.","Considered a fool and unfit to lead, Nobunaga rises to power as the leader of the Oda clan, spurring dissent among those in his family vying for control.",7.4,201,"Action,Adventure,Documentary"
tt11417678, Vikings,"7,713",,\N,TV Episode,-,-,"After leaving Kattegat, Ivar the Boneless embarks on a journey to unknown places, where he stumbles upon a stranger and suddenly remembers previous memories, which forces him to recall the story of the unique genius that... Read all","After leaving Kattegat, Ivar the Boneless embarks on a journey to unknown places, where he stumbles upon a stranger and suddenly remembers previous memories, which forces him to recall the story of the unique genius that is Floki.",7.9,187,\N
tt11421332, Desenfrenadas,"7,715",,\N,TV Episode,Mexico,Spanish,A visit to Vera's vacation house brings back painful memories for her. Marcela confronts the trio about their bickering while opening up about herself.,A visit to Vera's vacation house brings back painful memories for her. Marcela confronts the trio about their bickering while opening up about herself.,8.2,30,"Comedy,Drama"
tt11423578, A Suitable Boy,"7,716",,58,TV Episode,India,English,"Lata continues to pursue a relationship with Kabir Durrani, despite knowing her mother would disapprove of the match. When news that her daughter has been seen with an unsuitable boy reaches Rupa she takes action to keep... Read all","Lata continues to pursue a romantic relationship with Kabir Durrani, though she knows her mother would disapprove of the match. When news reaches Rupa that Lata has been seen with an unsuitable boy, she is furious and takes action to keep the young lovers apart. Removed to Calcutta, Lata's spirits are low until she attends a party hosted by the sophisticated and eccentric Chatterji family. Meanwhile, Saeeda Bai and Maan's affair continues, becoming a source of gossip that threatens them both. As Maan's father rounds on him under growing political pressure, Saeeda Bai takes decisive action of her own.",6.2,149,"Drama,Romance"
tt11424096, Black Summer,"7,718",,\N,TV Episode,Canada,English,,-,,,"Action,Drama,Horror"
tt11430914, The Upshaws,"7,719",,\N,TV Episode,United States of America,English,"When Tasha gets into an accident, Bernie comes up with a solution--without telling Regina; meanwhile, conflicts erupt between other family members.","When Tasha gets into an accident, Bernie comes up with a solution--without telling Regina; meanwhile, conflicts erupt between other family members.",8.3,36,\N
tt11449158, Kalifat,"7,726",,47,TV Episode,Sweden,Swedish,"Pervin faces a treacherous dilemma after moving to Raqqa with her husband, a member of ISIS. SÄPO officer Fatima seizes the chance for a career boost.","September 2015. Security Service agent Fatima's career is in trouble after a serious mistake. But one day she gets a very upsetting phone call. Pervin, a young, Swedish woman, is stuck in Raqqa, where her husband, Husam, has joined IS. She is living in constant terror of the irrational violence around her, and fears for both her own life and her daughter's. She has to get out now. Fatima has some hesitation, but changes her mind when Pervin tells her that her husband and his group of Swedish jihadists are planning a large-scale terrorist attack in Sweden. Fifteen-year-old Sulle is bored in school, where no one takes anything seriously. But a cool teacher's assistant, Ibbe, has caught her eye. He treats her like an adult.",7.5,352,"Crime,Drama,Thriller"
tt11454658, Next in Fashion,"7,727",,50,TV Episode,United States of America,English,"In it to win it, 18 designers pair up to concoct fabulous red-carpet looks. Will they go glam or ""hooch-wench"" for Monique Lhuillier and Eva Chen?","In it to win it, 18 designers pair up to concoct fabulous red-carpet looks. Will they go glam or ""hooch-wench"" for Monique Lhuillier and Eva Chen?",7.3,109,Reality-TV
tt11454784, Hache,"7,728",,47,TV Episode,Spain,Spanish,"An uninvited guest at a wedding brings intriguing news to Hache, who spots an opportunity. A robbery casts a shadow on Vinuesa's newfound happiness.","An uninvited guest at a wedding brings intriguing news to Hache, who spots an opportunity. A robbery casts a shadow on Vinuesa's newfound happiness.",6.7,22,"Crime,Drama,Thriller"
tt11461448, Equinox,"7,735",,46,TV Episode,Denmark,Danish,A chilling phone call during Astrid's radio show stirs up memories about her sister's disappearance and spurs her to investigate what really happened.,A chilling phone call during Astrid's radio show stirs up memories about her sister's disappearance and spurs her to investigate what really happened.,6.9,256,"Drama,Fantasy,Mystery"
tt11475078, Fauda,"7,743",,50,TV Episode,-,Hebrew,"Doron and the team return, trying to hurt the Hamas infrastructure in the west bank.","Doron and the team return, trying to hurt the Hamas infrastructure in the west bank.",8.2,299,"Action,Drama,Thriller"
tt11475458, Nisman,"7,744",,54,TV Episode,Spain,Spanish,"Conspiracy theories abound when Alberto Nisman is found dead, hours before he planned to present the results of his investigation into the AMIA bombing.","Conspiracy theories abound when Argentinian special prosecutor Alberto Nisman is found dead, four days after spectacular accusations against President Cristina Kirchner, of a massive cover up of Iran's guilt in a terrorist bombing. He was found lying in a pool of blood hours before he planned to present the results of his allegations about the 1994 AMIA bombing. From the beginning, the US and Israel were deeply involved in the case.",7.9,33,"Crime,Documentary,History"
tt11530746, The A List,"7,764",,\N,TV Episode,United Kingdom,English,,-,,,"Crime,Drama,Mystery"
tt11586066, Trollhunters,"7,769",,1,TV Episode,United States of America,English,"Trolls, goblins, humans, Gumm-Gumms -- all manner of creatures stop to celebrate the New Year. Because who doesn't love a good party?","Trolls, goblins, humans, Gumm-Gumms -- all manner of creatures stop to celebrate the New Year. Because who doesn't love a good party?",7.9,20,"Action,Adventure,Animation"
tt11605458, The Pharmacist,"7,776",,61,TV Episode,United States of America,English,"When his son is murdered in New Orleans, Dan launches a relentless and lonely search for the killer. As hope fades, he uncovers a miraculous lead.","When his son is murdered in New Orleans, Dan launches a relentless and lonely search for the killer. As hope fades, he uncovers a miraculous lead.",7.8,237,"Crime,Documentary"
tt11605744, Night on Earth,"7,780",,53,TV Episode,United Kingdom,English,"From the African savanna to be Peruvian desert, lives of predators and prey are closely linked to the moon's cycles and the opportunies they bring.","From the African savanna to be Peruvian desert, lives of predators and prey are closely linked to the moon's cycles and the opportunies they bring.",7.8,289,Documentary
tt11652666, Pandemic: How to Prevent an Outbreak,"7,790",,52,TV Episode,United States of America,English,"In this introduction to life on the front lines, doctors in the U.S. and Asia battle the flu, and researchers race to develop a universal vaccine.","In this introduction to life on the front lines, doctors in the U.S. and Asia battle the flu, and researchers race to develop a universal vaccine.",6.7,217,Documentary
tt11656966, Onisciente,"7,803",,\N,TV Episode,Brazil,Portuguese,Olivia's headhunted by a new firm while Nina and Daniel investigate the killer. Twists take us down several an unexpected turn as the enemy edges closer and closer. The season finale.,Olivia's headhunted by a new firm while Nina and Daniel investigate the killer. Twists take us down several an unexpected turn as the enemy edges closer and closer. The season finale.,7.2,74,"Drama,Sci-Fi,Thriller"
tt11657036, Glitch Techs,"7,804",,\N,TV Episode,-,-,Glitch Tech training turns out to be a bore. But Miko and High Five's attempt to inject some fun into their session ends with gross consequences.,Glitch Tech training turns out to be a bore. But Miko and High Five's attempt to inject some fun into their session ends with gross consequences.,8.5,41,"Action,Adventure,Animation"
tt11688448, Diablero,"7,822",,\N,TV Episode,Mexico,Spanish,"As a mysterious club owner seeks Elvis's help, a familiar voice sends a message about a door that can't be closed and the key to keep it open.","As a mysterious club owner seeks Elvis's help, a familiar voice sends a message about a door that can't be closed and the key to keep it open.",7.3,37,"Adventure,Fantasy,Horror"
tt11688740, Dirty Money,"7,823",,\N,TV Episode,United States of America,English,Wells Fargo was long seen as the 'golden child' of banking. But former employees detail the ruthless and fraudulent practices that fueled its growth.,Wells Fargo was long seen as the 'golden child' of banking. But former employees detail the ruthless and fraudulent practices that fueled its growth.,7.6,360,"Crime,Documentary"
tt11723816, Sex/Life,"7,862",,\N,TV Episode,United States of America,English,,-,,,"Comedy,Drama,Romance"
tt11736022, Country Comfort,"7,866",,\N,TV Episode,United States of America,English,Harmony leads to heartache as aspiring singer Bailey's big break falls to pieces. But a chance encounter on a stormy night leads to new possibilities.,Harmony leads to heartache as aspiring singer Bailey's big break falls to pieces. But a chance encounter on a stormy night leads to new possibilities.,7.1,94,"Comedy,Drama,Family"
tt11748904, One Piece,"7,884",,41,TV Episode,United States of America,English,"A boy named Monkey D. Luffy embarks on a journey to attain the greatest treasure: the one piece. After the former pirate king's public execution 22 years ago, the world has entered a great pirate era, and Luffy aims to b... Read all","A boy named Monkey D. Luffy embarks on a journey to attain the greatest treasure: the one piece. After the former pirate king's public execution 22 years ago, the world has entered a great pirate era, and Luffy aims to be at the top.",,,"Action,Adventure,Fantasy"
tt11759010, The Late Late Show with James Corden,"7,898",,\N,TV Episode,United States of America,English,"Actor Patrick Stewart (""Star Trek: Picard""); actress June Diane Raphael (""Grace and Frankie"");","Actor Patrick Stewart (""Star Trek: Picard""); actress June Diane Raphael (""Grace and Frankie"");",,,"Comedy,Talk-Show"
tt11780216, Love Is Blind,"7,921",,58,TV Episode,United States of America,English,"This season's singles enter the dating pods and talk romance, religion and sexuality. Who will feel a spark and who will find a soulmate?","This season's singles enter the dating pods and talk romance, religion and sexuality. Who will feel a spark and who will find a soulmate?",6,192,"Reality-TV,Romance"
tt11790546, Masters of the Universe: Revelation,"7,937",,\N,TV Episode,United States of America,English,,-,,,"Action,Adventure,Animation"
tt11799236, Taj Mahal 1989,"7,943",,31,TV Episode,India,Hindi,"Akhtar reconnects with an old friend, irritating Sarita. Rashmi and Abodh bond as they rehearse for a play. Angad agrees to help a lovelorn Shontu.","Akhtar reconnects with an old friend, irritating Sarita. Rashmi and Abodh bond as they rehearse for a play. Angad agrees to help a lovelorn Shontu.",7.2,29,"Comedy,Drama,Romance"
tt11809282, On the Verge,"7,952",,\N,TV Episode,France,English,,-,,,Comedy
tt11818264, Bloodride,"7,968",,31,TV Episode,Norway,Norwegian,"City dweller Molly has difficulty adjusting to a new, downsized life in the country - until she learns why her neighbors are so attached to their pets.","City dweller Molly has difficulty adjusting to a new, downsized life in the country - until she learns why her neighbors are so attached to their pets.",6.7,489,"Horror,Mystery,Thriller"
tt11826778, The Trials of Gabriel Fernandez,"7,970",,47,TV Episode,United States of America,English,"In 2013, 8-year-old Gabriel Fernandez dies at a hospital in Los Angeles County. His injuries stem from months of abuse and torture, and his mother and her boyfriend are charged with murder. An investigation uncovers how ... Read all","In 2013, 8-year-old Gabriel Fernandez dies at a hospital in Los Angeles County. His injuries stem from months of abuse and torture, and his mother and her boyfriend are charged with murder. An investigation uncovers how the tragedy also resulted from systems and programs that failed to protect him.",8.1,330,"Crime,Documentary"
tt11832922, Hyena,"7,976",,\N,TV Episode,-,-,"Attorney Yoon wins an important case. While handling Mr. Ha's divorce case, he is smitten by a girl, Kim, who is secretly defending the wife. She obtains a vital document from Yoon's papers. Kim wins. She also survives a... Read all","Attorney Yoon wins an important case. While handling Mr. Ha's divorce case, he is smitten by a girl, Kim, who is secretly defending the wife. She obtains a vital document from Yoon's papers. Kim wins. She also survives a thug's attack.",8,23,"Drama,Romance"
tt11834166, The Chair,"7,992",,\N,TV Episode,United States of America,English,,-,,,"Comedy,Drama"
tt11835644, Painkiller,"8,003",,\N,TV Episode,United States of America,English,,-,,,Drama
tt11867664, Castlevania,"8,016",,22,TV Episode,United States of America,English,"Belmont and the Judge discover an ominous symbol, Saint Germain's treasure hunt is cut Short, and Alucard's bond with Sumi and Taka continues to grow.","Belmont and the Judge discover an ominous symbol, Saint Germain's treasure hunt is cut Short, and Alucard's bond with Sumi and Taka continues to grow.",7.9,927,"Action,Adventure,Animation"
tt11906642, She,"8,043",,33,TV Episode,India,Hindi,"Police officer Bhumi goes undercover as a prostitute to bust a drug cartel leader, but when the operation goes awry, she makes an unexpected discovery.","Police officer Bhumi goes undercover as a prostitute to bust a drug cartel leader, but when the operation goes awry, she makes an unexpected discovery.",7.2,70,"Crime,Drama"
tt11906654, Vampires,"8,044",,44,TV Episode,France,French,"Born into a family of vampires, high schooler Doina begins to rebel against her mother's strict rules - and the pills she's forced to swallow each day.","Born into a family of vampires, high schooler Doina begins to rebel against her mother's strict rules - and the pills she's forced to swallow each day.",6.5,60,"Drama,Fantasy,Horror"
tt11922436, Ragnarok,"8,050",,50,TV Episode,Denmark,Norwegian,"A battle ends with a bang - and an ominous promise of violence. After visiting another realm, Magne hunts for allies while Vidar marshals his forces.","A battle ends with a bang - and an ominous promise of violence. After visiting another realm, Magne hunts for allies while Vidar marshals his forces.",8.2,458,"Action,Drama,Fantasy"
tt11933656, El desorden que dejas,"8,053",,47,TV Episode,Spain,Spanish,"After her privacy is violated and being threatened, Raquel attempts to command respect from her students. Roi opens up to Viruca in his essays.","After her privacy is violated and being threatened, Raquel attempts to command respect from her students. Roi opens up to Viruca in his essays.",6.9,168,"Crime,Drama,Mystery"
tt11935574, Buddi,"8,064",,\N,TV Episode,United Kingdom,English,"The Buddis bounce, spin, glide - and giggle. - through their magical world, learning new things and sharing the joy of friendship.","The Buddis bounce, spin, glide - and giggle. - through their magical world, learning new things and sharing the joy of friendship.",,,Animation
tt11941516, In from the Cold,"8,074",,\N,TV Episode,United States of America,English,,-,,,"Crime,Drama,Thriller"
tt11945238," Tiger King: Murder, Mayhem and Madness","8,087",,49,TV Episode,United States of America,English,"Meet Joe Exotic, the gun-toting operator of an Oklahoma big cat park. He's been accused of hiring someone to kill his chief rival Carole Baskin.","Meet Joe Exotic, the gun-toting operator of an Oklahoma big cat park. He's been accused of hiring someone to kill his chief rival Carole Baskin.",7.5,2216,"Biography,Crime,Documentary"
tt11956858, ÜberWeihnachten,"8,100",,48,TV Episode,Germany,German,,-,7.2,63,"Comedy,Drama,Romance"
